"instructor","course","quarter","dept","Year_2020","Year_2021","Year_2022","Year_2023","trend"
"HATCHER K L","ESS     132","Spring","ESS",3.94761904761905,3.68,3.38939393939394,3.61555555555556,"No Trend"
"SLADE A M","ESS     131","Spring","ESS",2.94918032786885,2.65166666666667,3.17962962962963,3.26603773584906,"No Trend"
"ORLANDO M D","ESS     130","Spring","ESS",3.56461538461538,3.684,3.87857142857143,3.85,"No Trend"
"ORLANDO M D","ESS     100","Spring","ESS",3.4463768115942,3.65606060606061,3.58857142857143,3.90416666666667,"No Trend"
"JAMIESON A E","ESS      98","Spring","ESS",4,NA,NA,NA,"No Trend"
"JAMIESON A E","ESS      96","Spring","ESS",0,NA,NA,NA,"No Trend"
"SLADE A M","ESS       9","Spring","ESS",3.61923076923077,3.55333333333333,3.46415094339623,3.2875,"Downward Trend"
"JAMIESON A E","ESS       3","Spring","ESS",3.19268292682927,3.38188976377953,NA,NA,"No Trend"
"SLADE A M","ESS       2","Spring","ESS",3.05593220338983,3.11929824561404,3.32678571428571,NA,"No Trend"
"GAINES S","ESM     596","Spring","ESM",4,NA,NA,NA,"No Trend"
"HOLDEN P A","ESM     595PH","Spring","ESM",4,NA,NA,NA,"No Trend"
"AIRAME S","ESM     595GP","Spring","ESM",2.66666666666667,4,3.8,NA,"No Trend"
"HEILMAYR R F","ESM     510","Spring","ESM",0,NA,NA,NA,"No Trend"
"LEOMBRUNI L V","ESM     449","Spring","ESM",4,4,NA,4,"No Trend"
"LEOMBRUNI L V","ESM     440","Spring","ESM",3.98928571428571,4,NA,NA,"No Trend"
"HORST A M","ESM     438","Spring","ESM",4,NA,NA,NA,"No Trend"
"COTTER E E","ESM     402A","Spring","ESM",4,4,NA,4,"No Trend"
"ANDERSON S","ESM     401D","Spring","ESM",3.86,4,4,NA,"No Trend"
"COSTELLO C J","ESM     401D","Spring","ESM",3.94,NA,4,NA,"No Trend"
"DAVIS F W","ESM     401D","Spring","ESM",3.86,NA,NA,NA,"No Trend"
"GEYER R","ESM     401D","Spring","ESM",4,4,3.74,4,"No Trend"
"JACK B K","ESM     401D","Spring","ESM",4,4,4,NA,"No Trend"
"KELLER A A","ESM     401D","Spring","ESM",4,4,NA,4,"No Trend"
"LENIHAN H S","ESM     401D","Spring","ESM",4,4,NA,NA,"No Trend"
"PLANTINGA A","ESM     401D","Spring","ESM",4,NA,NA,4,"No Trend"
"BUNTAINE M T","ESM     401A","Spring","ESM",4,NA,NA,4,"No Trend"
"GEYER R","ESM     401A","Spring","ESM",4,3.94,4,4,"No Trend"
"JACK B K","ESM     401A","Spring","ESM",4,4,NA,NA,"No Trend"
"KELLER A A","ESM     401A","Spring","ESM",4,4,4,4,"No Trend"
"KENDALL B E","ESM     401A","Spring","ESM",3.86,NA,4,4,"No Trend"
"LARSEN A E","ESM     401A","Spring","ESM",4,NA,4,NA,"No Trend"
"LENIHAN H S","ESM     401A","Spring","ESM",4,NA,NA,NA,"No Trend"
"PLANTINGA A","ESM     401A","Spring","ESM",4,NA,4,NA,"No Trend"
"STEVENSON-MIC","ESM     401A","Spring","ESM",4,4,NA,NA,"No Trend"
"SUH S","ESM     401A","Spring","ESM",4,NA,NA,NA,"No Trend"
"TAGUE C","ESM     401A","Spring","ESM",4,NA,NA,NA,"No Trend"
"GAINES S","ESM     296","Spring","ESM",0,0,NA,4,"No Trend"
"GEYER R","ESM     282","Spring","ESM",4,3.91818181818182,3.85,3.904,"No Trend"
"PLANTINGA A","ESM     279","Spring","ESM",3.83666666666667,NA,3.90344827586207,3.95384615384615,"No Trend"
"SALZMAN J E","ESM     278","Spring","ESM",3.79444444444444,NA,3.75,NA,"No Trend"
"SUH S","ESM     272","Spring","ESM",3.985,NA,NA,NA,"No Trend"
"LARSEN A E","ESM     270","Spring","ESM",3.87826086956522,3.875,3.852,NA,"No Trend"
"HODGES H E","ESM     269","Spring","ESM",3.67083333333333,3.975,NA,4,"No Trend"
"FREW J E","ESM     261","Spring","ESM",3.85416666666667,3.76551724137931,3.7,NA,"No Trend"
"LENIHAN H S","ESM     254","Spring","ESM",4,4,4,NA,"No Trend"
"ANDERSON S","ESM     243","Spring","ESM",3.91904761904762,3.97272727272727,4,3.95384615384615,"No Trend"
"STEVENSON-MIC","ESM     237","Spring","ESM",3.84666666666667,3.93658536585366,3.88125,3.55416666666667,"No Trend"
"TAGUE C","ESM     232","Spring","ESM",4,4,4,4,"No Trend"
"COTTER E E","ESM     230","Spring","ESM",3.92105263157895,NA,3.94444444444444,NA,"No Trend"
"BUNTAINE M T","ESM     228","Spring","ESM",3.82857142857143,3.85789473684211,NA,NA,"No Trend"
"KELLER A A","ESM     222","Spring","ESM",4,3.95,3.77142857142857,3.94,"No Trend"
"SALZMAN J E","ESM     207","Spring","ESM",3.67659574468085,3.64177215189873,3.56962025316456,3.64324324324324,"No Trend"
"COSTELLO C J","ESM     204","Spring","ESM",3.6735632183908,3.76103896103896,3.6,3.23768115942029,"No Trend"
"ORTIZ F J","ES   1-  99","Spring","ES",0,NA,NA,NA,"No Trend"
"WILLIAMS A","ES   1-  99","Spring","ES",0,NA,NA,NA,"No Trend"
"STUMPF P A","ES   1-  48","Spring","ES",0,0,0,0,"No Trend"
"VOM STEEG T H","ES   1-  48","Spring","ES",0,0,0,NA,"No Trend"
"WELCH N L","ES   1-  47","Spring","ES",0,0,0,NA,"No Trend"
"KAY S","ES   1-  45","Spring","ES",0,0,NA,0,"No Trend"
"WIGO W N","ES   1-  45","Spring","ES",0,0,0,0,"No Trend"
"BROWN A M","ES   1-  43E","Spring","ES",0,NA,NA,NA,"No Trend"
"GAGE R J","ES   1-  43E","Spring","ES",0,0,NA,NA,"No Trend"
"RINKLER KLOBU","ES   1-  43E","Spring","ES",0,0,NA,NA,"No Trend"
"JAMIESON A E","ES   1-  43D","Spring","ES",0,0,0,0,"No Trend"
"ORTIZ F J","ES   1-  43B","Spring","ES",0,0,NA,NA,"No Trend"
"BROWN A M","ES   1-  43A","Spring","ES",0,NA,NA,NA,"No Trend"
"GAGE R J","ES   1-  43A","Spring","ES",0,0,NA,NA,"No Trend"
"ORTIZ F J","ES   1-  43A","Spring","ES",0,0,NA,NA,"No Trend"
"WILLIAMS A","ES   1-  43A","Spring","ES",0,NA,NA,NA,"No Trend"
"FLEMING C K","ES   1-  42","Spring","ES",0,0,0,0,"No Trend"
"DYER J J","ES   1-  40B","Spring","ES",0,0,NA,NA,"No Trend"
"DYER J J","ES   1-  40A","Spring","ES",0,NA,NA,NA,"No Trend"
"GERSTENFELD P","ES   1-  38C","Spring","ES",0,NA,NA,NA,"No Trend"
"GERSTENFELD P","ES   1-  38B","Spring","ES",0,NA,NA,NA,"No Trend"
"GERSTENFELD P","ES   1-  38A","Spring","ES",0,0,NA,NA,"No Trend"
"THIBODEAU S","ES   1-  37","Spring","ES",0,NA,NA,NA,"No Trend"
"ISON M W","ES   1-  34A","Spring","ES",0,NA,NA,NA,"No Trend"
"MACEDO M E","ES   1-  33","Spring","ES",0,0,NA,NA,"No Trend"
"BURRUS L E","ES   1-  30B","Spring","ES",0,NA,NA,NA,"No Trend"
"JAMIESON A E","ES   1-  25A","Spring","ES",0,NA,NA,NA,"No Trend"
"DEHERAS D J","ES   1-  24B","Spring","ES",0,NA,NA,NA,"No Trend"
"DEHERAS D J","ES   1-  24A","Spring","ES",0,NA,NA,NA,"No Trend"
"LASS S","ES   1-  22","Spring","ES",0,NA,0,NA,"No Trend"
"SILVA M M","ES   1-  17","Spring","ES",0,0,0,0,"No Trend"
"SILVA M M","ES   1-  16A","Spring","ES",0,0,NA,NA,"No Trend"
"CUNNINGHAM S","ES   1-  15C","Spring","ES",0,0,NA,NA,"No Trend"
"BARIL D J","ES   1-  15B","Spring","ES",0,0,0,0,"No Trend"
"CUNNINGHAM S","ES   1-  15B","Spring","ES",0,0,NA,NA,"No Trend"
"CUNNINGHAM S","ES   1-  15A","Spring","ES",0,0,NA,NA,"No Trend"
"HENRICKSON B","ES   1-  11","Spring","ES",0,NA,0,0,"No Trend"
"GAGE R J","ES   1-  10C","Spring","ES",0,0,NA,NA,"No Trend"
"GAGE R J","ES   1-  10B","Spring","ES",0,0,NA,NA,"No Trend"
"GAGE R J","ES   1-  10A","Spring","ES",0,0,NA,NA,"No Trend"
"WILLIAMS A","ES   1-  10A","Spring","ES",0,NA,NA,NA,"No Trend"
"SCHAUPETER B","ES   1-   7B","Spring","ES",0,NA,NA,NA,"No Trend"
"SCHAUPETER B","ES   1-   7A","Spring","ES",0,NA,NA,NA,"No Trend"
"BURRUS L E","ES   1-   6C","Spring","ES",0,NA,NA,NA,"No Trend"
"BURRUS L E","ES   1-   6B","Spring","ES",0,NA,NA,NA,"No Trend"
"BURRUS L E","ES   1-   6A","Spring","ES",0,NA,NA,NA,"No Trend"
"BENJAMIN R","ENV S   193WL","Spring","ENV",3.86923076923077,3.83333333333333,3.80833333333333,3.94166666666667,"No Trend"
"KAMAL-HEIKMAN","ENV S   193TW","Spring","ENV",3.509375,NA,NA,NA,"No Trend"
"BROWN M S","ENV S   193SI","Spring","ENV",3.54047619047619,3.47857142857143,NA,NA,"No Trend"
"KAYSEN B J","ENV S   193GB","Spring","ENV",3.204,NA,NA,NA,"No Trend"
"CARLISLE E W","ENV S   193EE","Spring","ENV",3.95806451612903,NA,NA,NA,"No Trend"
"WAHLERT G A","ENV S   193EB","Spring","ENV",3.60882352941176,3.75,NA,NA,"No Trend"
"GRAY S M","ENV S   193CR","Spring","ENV",3.64117647058824,NA,NA,NA,"No Trend"
"MORET S L","ENV S   193CP","Spring","ENV",3.81785714285714,3.74523809523809,3.97777777777778,NA,"No Trend"
"LOWAN-TRUDEAU","ENV S   193CI","Spring","ENV",3.72571428571429,NA,NA,NA,"No Trend"
"ZIMMERMAN E D","ENV S   192","Spring","ENV",0,NA,NA,NA,"No Trend"
"ZIMMERMAN E D","ENV S   190","Spring","ENV",0,0,0,0,"No Trend"
"MALDONADO J K","ENV S   186","Spring","ENV",3.81219512195122,3.55,3.81142857142857,3.8425,"No Trend"
"CREMERS M H","ENV S   185","Spring","ENV",3.78571428571429,3.77714285714286,NA,NA,"No Trend"
"GRAVES G R","ENV S   176A","Spring","ENV",3.25698924731183,3.00886075949367,NA,NA,"No Trend"
"CLARK J","ENV S   168","Spring","ENV",3.005,NA,2.66666666666667,NA,"No Trend"
"LOAICIGA H","ENV S   162","Spring","ENV",2.93846153846154,2.69,3.35714285714286,2.55833333333333,"No Trend"
"HOELLE J A","ENV S   151","Spring","ENV",3.45967741935484,NA,NA,NA,"No Trend"
"DICKSTEIN J H","ENV S   146","Spring","ENV",3.78478260869565,NA,NA,NA,"No Trend"
"COLBY J C","ENV S   143","Spring","ENV",3.79210526315789,3.27058823529412,NA,NA,"No Trend"
"STEPHENS C G","ENV S   135B","Spring","ENV",3.73714285714286,3.2,NA,NA,"No Trend"
"KELLER E A","ENV S   134","Spring","ENV",3.84925373134328,3.45641025641026,3.62857142857143,NA,"No Trend"
"FORAN J F","ENV S   130SD","Spring","ENV",3.77037037037037,3.852,NA,NA,"No Trend"
"MARTIN J A","ENV S   130C","Spring","ENV",3.17,NA,NA,NA,"No Trend"
"D'ANTONIO C M","ENV S   128","Spring","ENV",3.04347826086957,NA,NA,NA,"No Trend"
"LEWIN B A","ENV S   127B","Spring","ENV",3.805,NA,3.64666666666667,NA,"No Trend"
"GARDNER H K","ENV S   121","Spring","ENV",3.5,NA,3.59285714285714,NA,"No Trend"
"DE JONG M T","ENV S   113","Spring","ENV",3.4125,NA,NA,3.975,"No Trend"
"DESHMUKH R A","ENV S   105","Spring","ENV",3.06666666666667,3.12441860465116,3.0320987654321,3.30454545454545,"No Trend"
"SELTMANN K","ENV S    96","Spring","ENV",0,NA,NA,NA,"No Trend"
"THOMASSON K M","ENV S    25","Spring","ENV",3.28541666666667,2.56703296703297,NA,NA,"No Trend"
"GARDNER H K","ENV S    15BL","Spring","ENV",3.73880597014925,3.53082706766917,3.52835820895522,NA,"No Trend"
"GARDNER H K","ENV S    15B","Spring","ENV",2.87463768115942,2.73602941176471,2.58518518518519,NA,"No Trend"
"MARTIN J A","ENV S     3H","Spring","ENV",0,0,0,0,"No Trend"
"MARTIN J A","ENV S     3","Spring","ENV",3.43700680272109,3.43833560709413,3.5445178335535,3.57687253613666,"Upward Trend"
"PRUITT B","ENGR    230","Spring","ENGR",0,NA,NA,NA,"No Trend"
"PLAXCO K W","ENGR    225","Spring","ENGR",0,NA,NA,NA,"No Trend"
"STOWERS R S","ENGR    220B","Spring","ENGR",4,NA,NA,NA,"No Trend"
"SUSKO T G","ENGR    195C","Spring","ENGR",3.71481481481481,NA,NA,NA,"No Trend"
"HOUGH K C","ENGR    101","Spring","ENGR",3.70862068965517,3.62254901960784,3.63142857142857,3.74907407407407,"No Trend"
"PETZOLD L","ENGR     10H","Spring","ENGR",0,NA,NA,NA,"No Trend"
"PETZOLD L","ENGR      3","Spring","ENGR",3.67210884353742,3.20281690140845,3.41397058823529,3.69295774647887,"No Trend"
"MORAGA C L","ENGL    596","Spring","ENGL",4,NA,NA,NA,"No Trend"
"DUFFY A E","ENGL    591","Spring","ENGL",0,NA,NA,NA,"No Trend"
"JUE M C","ENGL    265SF","Spring","ENGL",4,NA,NA,NA,"No Trend"
"SAMOLSKY R E","ENGL    234","Spring","ENGL",4,NA,NA,NA,"No Trend"
"FUMERTON M P","ENGL    231","Spring","ENGL",4,NA,NA,NA,"No Trend"
"DONNELLY B","ENGL    199","Spring","ENGL",4,NA,NA,NA,"No Trend"
"WAID C J","ENGL    198H","Spring","ENGL",4,3.89473684210526,NA,NA,"No Trend"
"ANDREA B D","ENGL    197","Spring","ENGL",3.07692307692308,NA,NA,NA,"No Trend"
"BLAKE F D","ENGL    197","Spring","ENGL",3.53333333333333,NA,NA,NA,"No Trend"
"RANA S","ENGL    197","Spring","ENGL",3.48,NA,NA,NA,"No Trend"
"REEVE D J","ENGL    197","Spring","ENGL",3.10769230769231,NA,NA,NA,"No Trend"
"WICKE J A","ENGL    197","Spring","ENGL",3.98235294117647,NA,NA,NA,"No Trend"
"YOUNG K","ENGL    195I","Spring","ENGL",4,NA,NA,NA,"No Trend"
"JUE M C","ENGL    192EF","Spring","ENGL",3.44924623115578,NA,NA,NA,"No Trend"
"DONNELLY B","ENGL    192DF","Spring","ENGL",3.44321608040201,NA,NA,NA,"No Trend"
"BLAKE F D","ENGL    191","Spring","ENGL",3.38421052631579,NA,NA,NA,"No Trend"
"DONELAN J H","ENGL    179","Spring","ENGL",3.84444444444444,NA,NA,NA,"No Trend"
"MILLER J E","ENGL    170MI","Spring","ENGL",3.85161290322581,NA,NA,NA,"No Trend"
"DROGE A M","ENGL    165RC","Spring","ENGL",3.89473684210526,NA,NA,NA,"No Trend"
"JOHNSON AMRAH","ENGL    165NJ","Spring","ENGL",3.4,NA,NA,NA,"No Trend"
"JOHNSON AMRAH","ENGL    165IB","Spring","ENGL",3.48620689655172,NA,NA,NA,"No Trend"
"MCCANTS K A","ENGL    165EM","Spring","ENGL",3.48076923076923,NA,NA,NA,"No Trend"
"WAID C J","ENGL    165EE","Spring","ENGL",3.57241379310345,NA,NA,NA,"No Trend"
"DOUGLASS J H","ENGL    146GB","Spring","ENGL",3.50263157894737,NA,NA,NA,"No Trend"
"ANDREA B D","ENGL    145","Spring","ENGL",3.03783783783784,NA,NA,NA,"No Trend"
"SAMOLSKY R E","ENGL    128AF","Spring","ENGL",3.49130434782609,3.325,NA,3.48636363636364,"No Trend"
"GILMORE T B","ENGL    122UM","Spring","ENGL",3.33333333333333,NA,NA,NA,"No Trend"
"GILMORE T B","ENGL    122UK","Spring","ENGL",3.58695652173913,NA,NA,NA,"No Trend"
"REEVE D J","ENGL    115","Spring","ENGL",3.51162790697674,NA,NA,NA,"No Trend"
"MORAGA C L","ENGL    108CC","Spring","ENGL",3.62105263157895,NA,NA,NA,"No Trend"
"DONNELLY B","ENGL    106CW","Spring","ENGL",4,4,4,3.89047619047619,"No Trend"
"FUMERTON M P","ENGL    105AS","Spring","ENGL",4,4,NA,NA,"No Trend"
"FUMERTON M P","ENGL    105A","Spring","ENGL",3.20418848167539,3.09776119402985,NA,NA,"No Trend"
"WICKE J A","ENGL     65FM","Spring","ENGL",3.92788461538462,3.85515463917526,NA,NA,"No Trend"
"RANA S","ENGL     50S","Spring","ENGL",4,3.66842105263158,NA,NA,"No Trend"
"RANA S","ENGL     50","Spring","ENGL",3.47295918367347,3.49340659340659,3.55674157303371,3.26973684210526,"No Trend"
"WAID C J","ENGL     34NA","Spring","ENGL",3.1125,NA,NA,NA,"No Trend"
"LIU A Y","ENGL     25","Spring","ENGL",3.19407407407407,2.94132231404959,3.21666666666667,2.80081967213115,"No Trend"
"GILMORE T B","ENGL     10","Spring","ENGL",3.26275862068966,NA,NA,NA,"No Trend"
"EVEN T J","EEMB W   22","Spring","EEMB",2.74489795918367,2.78823529411765,2.6325,2.43793103448276,"No Trend"
"D'ANTONIO C M","EEMB    596","Spring","EEMB",4,NA,NA,NA,"No Trend"
"ELIASON PARSO","EEMB    596","Spring","EEMB",4,NA,NA,NA,"No Trend"
"HOFMANN G E","EEMB    596","Spring","EEMB",4,NA,NA,NA,"No Trend"
"KURIS A M","EEMB    596","Spring","EEMB",4,NA,NA,NA,"No Trend"
"OAKLEY T H","EEMB    596","Spring","EEMB",4,NA,NA,NA,"No Trend"
"YOUNG H S","EEMB    596","Spring","EEMB",3.88888888888889,NA,NA,NA,"No Trend"
"PROULX S R","EEMB    595TE","Spring","EEMB",4,NA,NA,NA,"No Trend"
"IGLESIAS-RODR","EEMB    595MM","Spring","EEMB",4,NA,NA,NA,"No Trend"
"MOELLER H V","EEMB    595CA","Spring","EEMB",4,4,4,NA,"No Trend"
"MCCAULEY D J","EEMB    590","Spring","EEMB",0,0,0,NA,"No Trend"
"YOUNG H S","EEMB    590","Spring","EEMB",0,0,0,NA,"No Trend"
"SCHIMEL J P","EEMB    511","Spring","EEMB",4,4,4,4,"No Trend"
"NGUYEN A T","EEMB    501","Spring","EEMB",0,NA,NA,NA,"No Trend"
"YOUNG H S","EEMB    199","Spring","EEMB",4,NA,NA,NA,"No Trend"
"MACINTYRE S","EEMB    194Q","Spring","EEMB",4,NA,4,4,"No Trend"
"SANTORO A E","EEMB    194MM","Spring","EEMB",4,NA,NA,NA,"No Trend"
"MELACK J M","EEMB    194GC","Spring","EEMB",3.42857142857143,NA,NA,NA,"No Trend"
"BRIGGS C J","EEMB    194BC","Spring","EEMB",4,NA,NA,NA,"No Trend"
"MCCAULEY D J","EEMB    190","Spring","EEMB",0,0,0,0,"No Trend"
"YOUNG H S","EEMB    190","Spring","EEMB",0,0,0,0,"No Trend"
"STRATTON E C","EEMB    188RE","Spring","EEMB",4,3.84545454545455,NA,NA,"No Trend"
"PROULX S R","EEMB    180","Spring","EEMB",3.90526315789474,3.6258064516129,3.64166666666667,3.67317073170732,"No Trend"
"OONO R","EEMB    157C","Spring","EEMB",3.44285714285714,3.96923076923077,NA,3.72857142857143,"No Trend"
"WILBANKS E G","EEMB    157","Spring","EEMB",3.82328767123288,NA,NA,NA,"No Trend"
"EVEN T J","EEMB    148","Spring","EEMB",2.9368,2.70161290322581,2.80084033613445,3.1025974025974,"No Trend"
"BRIGGS C J","EEMB    146","Spring","EEMB",3.45839416058394,3.2912,NA,NA,"No Trend"
"FROEHLICH H E","EEMB    142CL","Spring","EEMB",4,3.88235294117647,NA,3.96296296296296,"No Trend"
"STIER A C","EEMB    142CL","Spring","EEMB",4,3.88235294117647,3.92608695652174,3.96296296296296,"No Trend"
"FROEHLICH H E","EEMB    142C","Spring","EEMB",3.8,3.803125,NA,3.8038961038961,"No Trend"
"STIER A C","EEMB    142C","Spring","EEMB",3.8,3.803125,3.77428571428571,3.8038961038961,"No Trend"
"TIFFNEY B H","EEMB    137","Spring","EEMB",2.93333333333333,NA,NA,NA,"No Trend"
"EVELYN C J","EEMB    131","Spring","EEMB",3.83307692307692,2.83333333333333,3.56153846153846,NA,"No Trend"
"D'ANTONIO C M","EEMB    128","Spring","EEMB",3.3609756097561,NA,NA,NA,"No Trend"
"LOVE N L","EEMB    127L","Spring","EEMB",3.93225806451613,NA,NA,NA,"No Trend"
"BOGAR L M","EEMB    120","Spring","EEMB",3.66275862068966,NA,NA,NA,"No Trend"
"MOELLER H V","EEMB    120","Spring","EEMB",3.66275862068966,3.65855263157895,NA,3.27279411764706,"No Trend"
"KURIS A M","EEMB    116","Spring","EEMB",3.9047619047619,3.44567901234568,NA,NA,"No Trend"
"TURNER T L","EEMB    116","Spring","EEMB",3.9047619047619,3.44567901234568,3.16428571428571,3.01084337349398,"Downward Trend"
"OAKLEY T H","EEMB    102","Spring","EEMB",3.7,3.52380952380952,3.66363636363636,3.64065934065934,"No Trend"
"NGUYEN A T","EEMB     92","Spring","EEMB",4,NA,3.6396694214876,NA,"No Trend"
"LATTO J G","EEMB     50","Spring","EEMB",3.9372641509434,3.80990099009901,3.72577319587629,3.70112359550562,"Downward Trend"
"HODGES S A","EEMB      3","Spring","EEMB",3.62441253263708,3.38091482649842,3.34573770491803,2.87641325536062,"Downward Trend"
"JAMES A K","EEMB      3","Spring","EEMB",3.62441253263708,NA,NA,3.84134615384615,"No Trend"
"NGUYEN A T","EEMB      3","Spring","EEMB",3.62441253263708,3.38091482649842,3.34573770491803,2.87641325536062,"Downward Trend"
"THOMASSON K M","EEMB      3","Spring","EEMB",3.62441253263708,NA,NA,NA,"No Trend"
"LOHWASSER K","ED   S  371","Spring","ED",0,0,0,0,"No Trend"
"FEDDERS A","ED   S  341","Spring","ED",0,0,0,NA,"No Trend"
"BIANCHINI J A","ED   S  321","Spring","ED",3.975,3.93333333333333,3.81818181818182,4,"No Trend"
"HARLOW D B","ED   S  320","Spring","ED",3.97666666666667,4,4,4,"No Trend"
"SCAFIDE M E","ED   M  371","Spring","ED",0,0,0,0,"No Trend"
"FEDDERS A","ED   M  341","Spring","ED",0,NA,NA,NA,"No Trend"
"ROBERTS S A","ED   M  321","Spring","ED",3.8,3.9,4,4,"No Trend"
"WHITAKER D R","ED   LA 320W","Spring","ED",3.97111111111111,3.9547619047619,3.95238095238095,3.94888888888889,"Downward Trend"
"WOODS M","ED   IA 321","Spring","ED",4,NA,NA,NA,"No Trend"
"FEDDERS A","ED   HSS341","Spring","ED",0,NA,NA,NA,"No Trend"
"BUMBY A K","ED   HSS320S","Spring","ED",3.82666666666667,NA,NA,NA,"No Trend"
"ELLIS B D","ED   HSS320S","Spring","ED",3.79375,NA,NA,NA,"No Trend"
"DEWAR T J","ED   E  371","Spring","ED",0,0,0,0,"No Trend"
"FEDDERS A","ED   E  341","Spring","ED",0,0,0,NA,"No Trend"
"BIANCHINI J A","ED      596","Spring","ED",0,NA,NA,NA,"No Trend"
"CONLEY S","ED      596","Spring","ED",0,NA,NA,NA,"No Trend"
"SEVILLA P C","ED      381","Spring","ED",4,NA,NA,NA,"No Trend"
"BUMBY A K","ED      370","Spring","ED",0,0,0,NA,"No Trend"
"ELLIS B D","ED      370","Spring","ED",0,0,NA,0,"No Trend"
"MEYER M N","ED      370","Spring","ED",0,0,0,0,"No Trend"
"OXELSON E M","ED      370","Spring","ED",0,0,0,0,"No Trend"
"SCALZO J N","ED      361S","Spring","ED",3.99,NA,NA,NA,"No Trend"
"SCALZO J N","ED      360S","Spring","ED",4,NA,NA,NA,"No Trend"
"FEDDERS A","ED      343","Spring","ED",0,NA,NA,NA,"No Trend"
"FEDDERS A","ED      340","Spring","ED",0,0,0,NA,"No Trend"
"KAVON C D","ED      325","Spring","ED",3.78666666666667,3.745,NA,NA,"No Trend"
"DUQUE J D","ED      284","Spring","ED",4,NA,NA,NA,"No Trend"
"LEE J S","ED      270H","Spring","ED",4,3.98333333333333,NA,NA,"No Trend"
"HARVEY V A","ED      266","Spring","ED",0,0,NA,0,"No Trend"
"WHITAKER D R","ED      266","Spring","ED",0,0,0,0,"No Trend"
"BAZERMAN C","ED      265C","Spring","ED",0,0,0,NA,"No Trend"
"BIANCHINI J A","ED      265C","Spring","ED",4,0,0,0,"No Trend"
"BRENNER M E","ED      265C","Spring","ED",0,0,NA,NA,"No Trend"
"CHUN D M","ED      265C","Spring","ED",0,NA,NA,NA,"No Trend"
"ELLIS B D","ED      265C","Spring","ED",0,0,0,NA,"No Trend"
"LOHWASSER K","ED      265C","Spring","ED",0,0,NA,0,"No Trend"
"OXELSON E M","ED      265C","Spring","ED",0,0,0,0,"No Trend"
"SATTIN-BAJAJ","ED      265C","Spring","ED",0,0,0,0,"No Trend"
"SINGER G H S","ED      265C","Spring","ED",0,0,NA,NA,"No Trend"
"DEWAR T J","ED      258J","Spring","ED",4,NA,NA,NA,"No Trend"
"HARLOW D B","ED      253D","Spring","ED",4,4,4,NA,"No Trend"
"LEE J S","ED      253D","Spring","ED",4,4,4,4,"No Trend"
"SATTIN-BAJAJ","ED      250C","Spring","ED",4,NA,NA,NA,"No Trend"
"BERNSTEIN E K","ED      229D","Spring","ED",4,4,NA,NA,"No Trend"
"HOLDREN N R","ED      229D","Spring","ED",3.67142857142857,4,0,0,"No Trend"
"MORAN A S","ED      229D","Spring","ED",4,4,0,0,"No Trend"
"FEDDERS A","ED      229C","Spring","ED",0,NA,NA,NA,"No Trend"
"FEDDERS A","ED      228J","Spring","ED",4,3.97692307692308,4,3.97,"No Trend"
"WANG M","ED      222A","Spring","ED",3.93157894736842,NA,NA,NA,"No Trend"
"DUQUE J D","ED      221D","Spring","ED",4,3.97692307692308,NA,3.8,"No Trend"
"NYLUND K L","ED      216F","Spring","ED",3.925,NA,3.94444444444444,NA,"No Trend"
"MAUL A E","ED      214C","Spring","ED",4,NA,4,NA,"No Trend"
"BAZERMAN C","ED      210E","Spring","ED",4,3.83333333333333,NA,NA,"No Trend"
"ARYA D J","ED      210D","Spring","ED",4,4,NA,NA,"No Trend"
